noise,magnitude,trials,storm_rate,fallback_topk_rate,support_rate,gated_rate,recovery_rate,detection_rate,mean_value_error,mean_solve_residual,mean_spurious_support,storm_headroom
0.1,3.2,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0595,2.9964,0.04,0.0859
0.1,6.4,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0822,3.0038,0.00,0.2205
0.1,12.8,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0544,3.0737,0.00,0.7716
0.1,25.6,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0618,3.1872,0.00,2.9520
0.1,51.2,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0671,3.3291,0.00,11.7113
0.1,102.4,25,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.1316,2.2859,0.00,46.5066
0.2,0.1,25,0.0000,0.1200,0.1200,0.0000,0.1200,0.1200,0.1765,4.4996,68.88,0.0391
0.2,0.2,25,0.0000,0.3600,0.3200,0.0000,0.3200,0.3200,0.0898,4.4582,69.44,0.0395
0.2,0.4,25,0.0000,0.6400,0.5600,0.0000,0.5600,0.5600,0.1129,4.5195,70.04,0.0403
0.2,0.8,25,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0844,4.5827,66.96,0.0408
0.2,1.6,25,0.0000,1.0000,1.0000,0.2400,0.7600,0.7600,0.0970,4.8505,45.80,0.0427
0.2,3.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0992,5.3445,22.84,0.0526
0.2,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1176,5.8197,5.12,0.0869
0.2,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1143,5.9833,0.08,0.2213
0.2,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1156,6.0658,0.00,0.7589
0.2,51.2,25,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1446,6.3530,0.00,2.9734
0.2,102.4,25,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1227,6.7097,0.00,11.6599
0.4,0.1,25,0.0000,0.0800,0.1600,1.0000,0.0000,0.0000,0.1428,6.0302,199.84,0.0400
0.4,0.2,25,0.0000,0.1600,0.3200,1.0000,0.0000,0.0000,0.1345,6.0410,199.68,0.0399
0.4,0.4,25,0.0000,0.3200,0.5200,1.0000,0.0000,0.0000,0.1639,5.9623,199.48,0.0398
0.4,0.8,25,0.0000,0.7600,0.8000,1.0000,0.0000,0.0000,0.1365,6.0778,199.20,0.0405
0.4,1.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1396,6.0303,199.00,0.0411
0.4,3.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1463,6.0639,192.00,0.0429
0.4,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1761,7.7464,108.20,0.0508
0.4,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.1943,10.1431,33.48,0.0860
0.4,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2462,11.8281,0.96,0.2207
0.4,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2649,12.0491,0.00,0.7683
0.4,102.4,25,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2109,12.6497,0.00,2.9502
0.8,0.1,25,0.0000,0.0800,0.2000,1.0000,0.0000,0.0000,0.2713,12.0603,199.80,0.0406
0.8,0.2,25,0.0000,0.1600,0.2800,1.0000,0.0000,0.0000,0.2638,12.0447,199.72,0.0406
0.8,0.4,25,0.0000,0.1600,0.2800,1.0000,0.0000,0.0000,0.2695,12.0288,199.72,0.0412
0.8,0.8,25,0.0000,0.5600,0.6400,1.0000,0.0000,0.0000,0.1844,11.9383,199.36,0.0397
0.8,1.6,25,0.0000,0.5600,0.6400,1.0000,0.0000,0.0000,0.2855,11.9899,199.36,0.0398
0.8,3.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3194,11.9474,199.00,0.0409
0.8,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3551,11.8128,199.00,0.0435
0.8,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3112,12.2246,190.64,0.0516
0.8,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.4015,17.8322,68.64,0.0855
0.8,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2996,23.4585,2.12,0.2196
0.8,102.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5880,24.5905,0.00,0.7674
1.6,0.1,25,0.0000,0.2000,0.4400,1.0000,0.0000,0.0000,0.5015,23.9788,199.56,0.0406
1.6,0.2,25,0.0000,0.0800,0.2000,1.0000,0.0000,0.0000,0.5940,23.8976,199.80,0.0397
1.6,0.4,25,0.0000,0.0400,0.1600,1.0000,0.0000,0.0000,0.5775,24.1518,199.84,0.0399
1.6,0.8,25,0.0000,0.1600,0.2000,1.0000,0.0000,0.0000,0.5562,23.9969,199.80,0.0395
1.6,1.6,25,0.0000,0.4000,0.5200,1.0000,0.0000,0.0000,0.5769,24.3960,199.48,0.0408
1.6,3.2,25,0.0000,0.5600,0.6000,1.0000,0.0000,0.0000,0.7850,24.0150,199.40,0.0401
1.6,6.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.5427,24.2798,199.00,0.0413
1.6,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.7388,23.7005,199.00,0.0429
1.6,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.6992,24.0228,199.00,0.0518
1.6,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.7424,33.2403,91.80,0.0868
1.6,102.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.8614,46.4486,4.88,0.2202
3.2,0.1,25,0.0000,0.1200,0.2000,1.0000,0.0000,0.0000,0.7433,48.5125,199.80,0.0404
3.2,0.2,25,0.0000,0.0800,0.0800,1.0000,0.0000,0.0000,0.1929,48.2377,199.92,0.0402
3.2,0.4,25,0.0000,0.1200,0.1600,1.0000,0.0000,0.0000,1.2394,48.4357,199.84,0.0402
3.2,0.8,25,0.0000,0.2000,0.2400,1.0000,0.0000,0.0000,1.2409,48.2860,199.76,0.0403
3.2,1.6,25,0.0000,0.1200,0.2400,1.0000,0.0000,0.0000,1.6803,47.5238,199.76,0.0396
3.2,3.2,25,0.0000,0.2400,0.3200,1.0000,0.0000,0.0000,1.4163,48.1471,199.68,0.0402
3.2,6.4,25,0.0000,0.6000,0.6000,1.0000,0.0000,0.0000,1.3410,47.4008,199.40,0.0396
3.2,12.8,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.1495,47.5923,199.00,0.0408
3.2,25.6,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.1898,47.1815,199.00,0.0425
3.2,51.2,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.4878,48.1885,199.00,0.0518
3.2,102.4,25,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.5982,63.0181,108.88,0.0859
